Reaction test
type	A+B+C
number	1000

max value	65536
unit	us

test	A	B	C
200	12	35	21
201	98	11	111
202	66	92	80
203	41	67	54
204	3	32	20
205	62	95	75
206	95	11	108
207	64	97	77
208	33	60	47
209	102	21	11
210	87	113	100
211	51	64	77
212	29	62	42
213	38	65	52
214	21	47	34
215	26	53	40
216	93	3	106
217	25	51	38
218	92	125	105
219	92	119	106
220	14	47	27
221	18	51	31
222	36	62	49
223	60	93	73
224	24	51	38
225	47	74	61
226	51	78	65
227	23	49	36
228	60	74	87
229	87	121	101
230	67	93	80
231	57	83	70
232	48	75	62
233	97	11	110
234	65	91	78
235	90	123	104
236	100	21	3
237	36	62	49
238	11	33	20
239	58	84	71
240	45	72	59
241	70	97	84
242	54	80	67
243	67	93	80
244	80	114	94
245	99	12	113
246	54	80	67
247	100	21	3
248	81	108	95
249	38	64	51
250	92	3	106
251	16	42	29
252	106	25	12
253	62	95	75
254	16	50	30
255	68	102	82
256	61	87	74
257	26	56	43
258	62	88	75
259	15	41	28
260	68	102	82
261	32	65	45
262	78	104	91
263	64	90	77
264	103	22	12
265	52	85	65
266	18	44	31
267	40	73	53
268	24	50	37
269	23	56	36
270	69	96	83
271	90	116	103
272	63	90	77
273	49	76	63
274	32	58	45
275	75	101	89
276	47	80	60
277	35	62	49
278	50	77	64
279	94	11	108
280	81	114	94
281	85	111	98
282	84	110	97
283	70	96	83
284	67	93	81
285	57	83	70
286	46	72	60
287	28	54	42
288	14	40	27
289	54	80	67
290	68	95	82
291	53	86	66
292	70	96	83
293	46	73	60
294	22	55	35
295	79	106	93
296	12	35	22
297	71	104	84
298	61	94	74
299	106	25	12
300	11	34	21
301	11	43	23
302	11	36	23
303	39	66	53
304	64	91	78
305	39	72	52
306	86	113	100
307	60	93	73
308	95	12	109
309	65	92	78
310	66	92	79
311	71	104	84
312	45	72	59
313	89	123	102
314	105	31	11
315	83	110	96
316	81	114	94
317	53	80	67
318	78	112	92
319	68	95	82
320	39	66	53
321	54	80	67
322	21	48	35
323	101	21	11
324	92	125	105
325	15	41	28
326	61	88	75
327	57	71	84
328	44	70	57
329	80	113	94
330	51	77	65
331	55	82	69
332	63	96	76
333	11	35	22
334	11	35	22
335	59	85	72
336	37	64	51
337	28	54	41
338	103	22	11
339	48	74	62
340	65	99	79
341	14	27	40
342	52	78	65
343	46	72	59
344	60	86	73
345	78	104	91
346	102	29	12
347	37	64	51
348	33	66	46
349	13	39	26
350	12	39	26
351	18	44	32
352	90	124	104
353	12	36	23
354	80	113	93
355	54	93	68
356	78	112	92
357	95	11	108
358	51	77	64
359	48	75	62
360	57	70	83
361	35	69	49
362	25	51	38
363	94	11	107
364	38	71	51
365	85	119	98
366	33	66	46
367	63	89	76
368	99	12	112
369	61	87	75
370	91	124	104
371	25	52	39
372	91	104	117
373	95	12	108
374	19	53	33
375	69	95	82
376	35	68	48
377	93	3	106
378	65	91	78
379	72	98	85
380	36	62	49
381	14	47	27
382	18	44	31
383	19	45	32
384	93	3	106
385	53	86	66
386	73	100	87
387	21	48	35
388	42	68	55
389	34	61	48
390	18	45	32
391	83	96	109
392	73	100	87
393	35	61	48
394	59	85	72
395	85	111	98
396	100	3	21
397	69	103	82
398	93	3	106
399	103	22	11
400	27	53	40
401	84	111	98
402	70	96	84
403	62	88	75
404	69	95	82
405	67	93	81
406	102	21	11
407	34	61	48
408	63	90	77
409	80	114	93
410	11	43	23
411	100	21	3
412	80	107	94
413	37	70	51
414	78	104	91
415	50	76	63
416	73	106	86
417	59	92	73
418	67	80	94
419	76	102	89
420	44	71	58
421	30	57	44
422	40	66	53
423	16	43	30
424	20	47	34
425	31	57	44
426	24	57	37
427	80	106	93
428	28	42	55
429	98	12	111
430	15	42	29
431	19	32	45
432	47	74	61
433	66	92	79
434	20	34	48
435	81	107	94
436	64	90	77
437	16	42	29
438	56	82	69
439	12	44	24
440	38	72	52
441	54	80	67
442	58	84	71
443	38	64	51
444	80	113	93
445	52	78	65
446	25	52	39
447	45	71	58
448	58	92	72
449	66	96	79
450	30	57	43
451	51	65	78
452	66	92	79
453	79	92	105
454	91	117	104
455	60	86	73
456	42	75	55
457	24	50	37
458	19	45	32
459	45	72	59
460	42	68	55
461	94	11	107
462	31	57	44
463	66	100	80
464	65	91	78
465	49	75	62
466	80	106	93
467	102	11	22
468	105	31	11
469	11	42	22
470	71	105	84
471	69	102	82
472	45	78	58
473	97	11	110
474	15	41	28
475	11	42	22
476	66	100	79
477	37	64	51
478	40	67	54
479	96	12	109
480	37	71	51
481	90	124	104
482	103	22	11
483	17	50	30
484	4	41	21
485	48	81	61
486	104	30	11
487	52	79	66
488	74	101	87
489	54	81	68
490	41	67	55
491	67	93	80
492	102	21	11
493	67	94	81
494	90	116	103
495	48	75	62
496	65	91	78
497	26	53	40
498	91	118	105
499	34	60	47
500	24	58	38
501	32	59	46
502	98	11	111
503	40	74	54
504	26	52	40
505	82	108	96
506	90	123	104
507	19	45	32
508	33	59	47
509	106	25	11
510	100	21	3
511	91	118	105
512	63	90	77
513	103	22	11
514	54	81	68
515	75	101	88
516	70	97	83
517	54	80	67
518	32	59	46
519	90	116	103
520	103	12	116
521	18	44	31
522	80	93	106
523	94	3	107
524	47	74	61
525	62	96	76
526	76	103	90
527	45	58	71
528	49	75	62
529	73	99	86
530	19	45	32
531	49	75	62
532	44	70	57
533	104	23	11
534	99	112	12
535	43	77	57
536	84	117	97
537	102	21	11
538	11	35	22
539	83	117	97
540	30	43	57
541	18	52	32
542	31	58	45
543	73	106	86
544	73	100	87
545	87	113	100
546	76	102	89
547	11	41	21
548	21	47	34
549	64	77	90
550	100	21	3
551	100	21	3
552	34	71	50
553	37	70	51
554	21	47	34
555	86	112	99
556	81	115	95
557	76	102	90
558	82	109	96
559	27	54	41
560	65	92	79
561	40	76	56
562	11	41	21
563	4	33	21
564	37	64	51
565	73	99	86
566	3	32	21
567	78	105	92
568	57	90	70
569	24	50	37
570	59	86	73
571	68	95	82
572	93	3	107
573	27	53	40
574	68	95	82
575	63	90	77
576	47	74	61
577	54	80	67
578	83	110	97
579	94	4	107
580	39	65	52
581	49	75	62
582	59	86	73
583	58	85	72
584	65	79	92
585	88	115	102
586	93	3	106
587	68	95	82
588	11	36	23
589	17	43	30
590	83	96	109
591	13	40	27
592	3	33	21
593	86	112	99
594	44	78	58
595	51	78	65
596	26	52	39
597	67	93	80
598	51	85	65
599	58	85	72
600	78	91	104
601	93	4	106
602	42	69	56
603	85	112	99
604	83	110	96
605	101	21	3
606	11	41	21
607	47	73	60
608	3	32	20
609	56	89	69
610	62	89	75
611	63	90	77
612	90	117	104
613	41	68	54
614	104	23	11
615	3	33	21
616	19	46	33
617	86	120	100
618	46	73	60
619	82	116	96
620	103	22	11
621	52	78	65
622	35	73	52
623	19	45	32
624	32	58	46
625	86	112	99
626	93	106	3
627	26	60	40
628	94	11	108
629	34	47	60
630	3	42	22
631	65	98	78
632	95	11	109
633	91	118	105
634	59	92	72
635	58	84	71
636	24	58	38
637	70	96	83
638	96	11	109
639	78	111	91
640	53	66	79
641	85	119	99
642	26	53	40
643	83	117	96
644	23	57	37
645	99	12	112
646	26	59	39
647	27	54	41
648	18	52	32
649	93	3	107
650	11	34	21
651	49	82	62
652	21	55	34
653	77	103	90
654	63	90	77
655	56	83	70
656	57	83	70
657	23	56	37
658	45	72	59
659	32	65	45
660	13	39	26
661	69	96	83
662	62	95	75
663	96	11	109
664	68	95	82
665	21	55	35
666	71	97	84
667	67	100	80
668	20	53	33
669	3	40	20
670	16	42	30
671	67	100	81
672	55	88	68
673	99	12	112
674	11	35	22
675	94	107	3
676	104	29	11
677	65	99	79
678	92	119	106
679	16	49	29
680	28	61	41
681	73	107	87
682	96	11	110
683	62	89	76
684	34	68	48
685	88	115	102
686	66	99	79
687	84	118	98
688	106	25	12
689	37	64	50
690	82	109	96
691	40	67	54
692	106	25	12
693	14	47	27
694	76	109	89
695	96	3	110
696	55	81	68
697	104	30	11
698	48	74	61
699	26	60	40
700	99	112	12
701	78	104	92
702	11	45	25
703	84	110	97
704	43	70	57
705	11	43	23
706	95	12	108
707	104	29	11
708	40	67	54
709	24	58	38
710	40	74	54
711	79	105	92
712	104	11	22
713	91	118	105
714	45	78	58
715	12	34	21
716	101	29	3
717	15	49	29
718	41	74	54
719	53	79	66
720	103	22	11
721	48	81	61
722	19	53	32
723	100	29	3
724	60	93	73
725	34	60	47
726	80	113	93
727	35	70	49
728	101	21	3
729	17	51	31
730	19	52	32
731	97	11	111
732	58	84	71
733	16	49	29
734	48	75	62
735	24	50	37
736	77	111	91
737	74	108	88
738	78	104	91
739	53	80	67
740	52	86	65
741	32	66	46
742	15	41	29
743	21	54	34
744	96	11	109
745	28	54	41
746	55	82	69
747	47	81	61
748	79	106	93
749	93	3	106
750	11	34	21
751	49	83	63
752	94	3	107
753	11	37	24
754	105	24	11
755	75	109	89
756	29	56	43
757	83	109	96
758	68	101	81
759	95	11	108
760	102	11	20
761	45	78	58
762	84	110	97
763	46	60	74
764	102	29	12
765	30	57	44
766	35	62	49
767	40	73	53
768	104	29	11
769	53	71	61
770	79	113	93
771	55	88	68
772	95	11	108
773	78	111	91
774	19	33	46
775	54	80	68
776	48	75	61
777	71	104	84
778	78	105	92
779	70	104	84
780	13	47	27
781	100	21	3
782	46	71	59
783	51	77	64
784	64	90	77
785	54	80	67
786	53	79	67
787	91	118	105
788	39	66	53
789	74	101	88
790	21	48	35
791	37	70	50
792	23	49	36
793	58	84	71
794	84	110	97
795	58	92	72
796	94	3	107
797	73	100	87
798	73	106	87
799	63	77	90
800	3	40	21
801	29	56	43
802	85	111	99
803	42	69	56
804	61	88	75
805	71	105	84
806	35	68	48
807	43	69	56
808	58	85	72
809	50	84	64
810	106	25	12
811	56	83	70
812	72	99	86
813	30	56	43
814	30	44	57
815	54	81	68
816	96	109	11
817	56	89	69
818	83	110	97
819	52	79	66
820	72	106	86
821	22	55	35
822	87	113	100
823	63	96	76
824	59	92	72
825	90	116	103
826	87	120	100
827	94	3	108
828	80	113	93
829	96	11	109
830	28	55	42
831	43	57	70
832	100	12	113
833	27	60	40
834	68	94	81
835	88	121	101
836	103	22	11
837	38	71	51
838	60	86	73
839	80	106	93
840	30	56	43
841	88	101	114
842	49	76	63
843	41	75	55
844	58	85	72
845	47	81	61
846	41	67	55
847	27	60	40
848	69	95	82
849	61	87	74
850	32	58	46
851	11	33	20
852	102	21	11
853	36	62	49
854	84	110	97
855	83	109	96
856	54	67	80
857	34	60	47
858	65	78	91
859	71	98	85
860	20	46	33
861	75	102	89
862	98	11	111
863	95	11	122
864	68	94	81
865	67	93	80
866	45	72	58
867	83	109	96
868	40	66	53
869	26	52	39
870	92	118	105
871	31	64	44
872	32	66	46
873	75	101	88
874	12	39	26
875	94	4	107
876	27	54	41
877	57	83	70
878	37	71	51
879	62	89	76
880	105	24	11
881	38	64	51
882	47	73	60
883	25	58	38
884	41	67	54
885	103	21	12
886	88	115	102
887	24	57	38
888	90	117	104
889	100	21	3
890	54	80	67
891	84	111	98
892	47	80	60
893	45	78	59
894	35	62	49
895	91	118	105
896	86	113	99
897	67	101	81
898	48	74	61
899	61	87	74
900	69	95	83
901	13	47	27
902	69	96	83
903	71	104	84
904	98	11	112
905	106	24	11
906	92	105	3
907	98	12	111
908	87	113	100
909	70	96	83
910	80	106	93
911	36	62	49
912	62	87	75
913	85	118	98
914	75	108	88
915	3	31	20
916	21	54	34
917	44	77	57
918	95	11	108
919	67	101	81
920	13	39	26
921	67	100	80
922	63	89	76
923	22	48	35
924	15	42	28
925	53	82	66
926	75	101	88
927	45	71	58
928	43	77	57
929	50	76	63
930	84	110	97
931	57	83	70
932	86	113	100
933	11	35	21
934	33	59	46
935	96	11	109
936	52	85	65
937	41	68	55
938	32	58	45
939	21	54	34
940	84	118	98
941	37	63	50
942	93	3	106
943	92	3	106
944	24	50	37
945	69	82	96
946	64	91	78
947	85	112	99
948	23	49	36
949	56	83	70
950	59	85	72
951	59	85	72
952	45	72	59
953	33	59	46
954	52	78	65
955	103	24	12
956	53	86	66
957	40	66	53
958	87	100	113
959	68	101	81
960	40	53	67
961	30	63	43
962	33	67	46
963	48	74	61
964	23	56	36
965	43	69	56
966	48	74	61
967	101	21	11
968	86	112	99
969	77	90	104
970	17	30	43
971	44	78	58
972	41	68	55
973	34	60	48
974	89	116	103
975	29	55	42
976	103	22	11
977	3	33	21
978	99	21	3
979	36	63	50
980	90	117	104
981	57	84	71
982	27	54	40
983	24	50	38
984	28	54	41
985	18	44	32
986	74	101	88
987	51	84	64
988	12	25	38
989	20	47	34
990	12	35	21
991	105	24	11
992	100	29	3
993	53	79	66
994	105	11	24
995	24	57	37
996	49	62	75
997	15	41	28
998	94	3	107
999	56	82	69
