Reaction test
type	A+B+C
number	1000

max value	65536
unit	us

test	A	B	C
604	41	80	54
605	24	57	37
606	1486	121	30
607	34	67	47
608	53	86	66
609	37	71	50
610	24	58	37
611	54	75	41
612	24	58	38
613	54	74	41
614	22	56	35
615	62	3	76
616	36	70	50
617	63	3	76
618	11	44	24
619	66	12	80
620	57	77	44
621	69	29	3
622	928	37	51
623	4	40	21
624	47	82	62
625	75	31	11
626	54	87	67
627	22	55	35
628	32	65	45
629	24	58	38
630	23	56	36
631	45	79	59
632	48	68	35
633	37	71	50
634	62	3	75
635	1534	96	3
636	58	91	71
637	24	58	38
638	60	93	73
639	12	45	25
640	55	88	69
641	86	45	59
642	59	93	73
643	33	66	46
644	51	85	65
645	13	46	26
646	1181	3	21
647	14	47	27
648	35	68	48
649	62	95	75
650	44	77	57
651	29	62	42
652	28	61	41
653	14	48	28
654	25	58	38
655	65	11	79
656	11	43	23
657	35	69	48
658	69	12	82
659	56	91	70
660	48	81	61
661	28	62	41
662	60	94	74
663	43	77	57
664	12	46	25
665	70	29	3
666	156	45	58
667	12	41	21
668	1849	411	39
669	73	29	12
670	35	69	48
671	32	65	45
672	50	83	63
673	55	89	69
674	59	92	72
675	50	83	63
676	20	53	33
677	46	79	59
678	18	51	31
679	67	11	80
680	29	63	43
681	25	59	39
682	43	76	56
683	53	86	66
684	20	53	34
685	74	30	12
686	61	94	74
687	12	45	25
688	19	52	32
689	46	79	59
690	18	52	31
691	51	85	65
692	48	82	62
693	82	42	55
694	87	46	60
695	74	30	11
696	732	56	70
697	365	42	55
698	56	89	69
699	34	68	48
700	41	74	54
701	22	56	36
702	11	42	22
703	47	80	60
704	37	70	50
705	62	12	76
706	443	49	62
707	270	18	31
708	76	32	12
709	47	80	60
710	255	74	11
711	66	11	79
712	636	29	42
713	61	94	74
714	105	64	78
715	24	58	37
716	28	61	41
717	69	12	82
718	62	98	77
719	31	64	44
720	41	75	55
721	26	59	39
722	43	76	56
723	17	50	30
724	12	21	72
725	52	86	66
726	54	88	68
727	36	69	50
728	33	66	46
729	53	87	67
730	44	77	57
731	45	78	58
732	24	57	37
733	22	42	11
734	3	39	20
735	63	3	76
736	41	75	55
737	26	59	39
738	1145	45	59
739	47	80	60
740	12	46	26
741	37	70	50
742	28	62	42
743	14	48	28
744	608	72	12
745	55	97	71
746	17	50	30
747	288	36	49
748	11	41	21
749	32	65	45
750	22	55	35
751	550	15	28
752	58	91	71
753	74	31	11
754	72	28	11
755	74	30	12
756	13	47	26
757	61	95	75
758	30	64	44
759	21	55	35
760	22	55	36
761	74	30	11
762	60	93	73
763	58	91	71
764	57	91	71
765	73	29	12
766	62	3	76
767	69	28	3
768	54	87	67
769	44	64	31
770	65	11	78
771	17	50	30
772	603	67	80
773	576	40	53
774	37	70	50
775	1154	71	51
776	3	40	20
777	65	11	78
778	30	63	44
779	67	11	80
780	20	53	33
781	26	60	40
782	68	11	81
783	71	29	11
784	63	3	76
785	829	11	23
786	38	71	52
787	72	31	11
788	48	82	62
789	73	30	11
790	40	73	53
791	27	60	40
792	52	85	65
793	479	14	27
794	49	82	62
795	3	39	20
796	69	29	42
797	74	30	11
798	25	58	38
799	32	65	45
800	19	53	33
801	47	81	61
802	56	76	43
803	41	74	54
804	65	11	78
805	15	48	28
806	32	65	45
807	346	24	37
808	220	38	52
809	12	45	25
810	56	90	70
811	20	53	33
812	61	94	74
813	32	65	45
814	39	72	52
815	63	3	77
816	25	58	38
817	36	69	49
818	12	45	25
819	68	11	81
820	12	45	25
821	23	57	37
822	53	87	67
823	33	53	20
824	36	70	50
825	30	63	44
826	39	73	52
827	62	3	75
828	42	75	55
829	56	90	70
830	48	81	61
831	93	52	66
832	46	79	59
833	70	29	3
834	26	59	39
835	72	29	11
836	39	73	53
837	690	13	26
838	195	14	27
839	28	61	41
840	96	55	69
841	38	71	52
842	795	46	59
843	63	4	77
844	11	44	24
845	69	28	3
846	60	93	73
847	52	85	65
848	12	42	22
849	21	55	35
850	13	47	27
851	16	50	30
852	19	53	32
853	14	47	27
854	11	40	20
855	17	50	30
856	22	55	35
857	73	30	11
858	17	50	30
859	21	40	3
860	39	72	52
861	64	84	51
862	718	43	57
863	30	63	43
864	11	42	22
865	70	29	3
866	43	76	56
867	56	89	69
868	31	64	44
869	62	3	75
870	44	77	57
871	12	43	23
872	62	3	76
873	116	3	21
874	28	62	42
875	46	80	60
876	52	85	66
877	53	86	66
878	34	55	21
879	57	90	70
880	46	79	59
881	1684	531	17
882	23	56	36
883	49	82	63
884	207	26	39
885	17	51	31
886	27	61	41
887	11	44	24
888	70	29	4
889	58	91	71
890	19	53	33
891	322	72	11
892	31	109	12
893	60	94	74
894	55	88	68
895	21	54	34
896	30	63	44
897	63	3	77
898	62	95	75
899	630	24	37
900	66	11	79
901	22	55	35
902	39	73	53
903	35	68	48
904	55	15	28
905	29	62	42
906	56	89	69
907	13	46	26
908	61	94	74
909	49	82	63
910	33	66	46
911	821	3	21
912	60	99	76
913	66	12	79
914	64	3	77
915	23	57	37
916	41	75	55
917	650	46	59
918	12	45	25
919	1929	849	55
920	56	90	70
921	74	33	47
922	60	93	73
923	19	52	32
924	51	84	64
925	19	52	32
926	51	85	65
927	3	39	20
928	14	48	28
929	18	51	32
930	29	62	42
931	12	44	24
932	42	78	55
933	65	12	78
934	57	91	71
935	52	85	65
936	60	94	73
937	60	94	74
938	56	89	69
939	3	39	21
940	17	50	30
941	50	83	63
942	3	39	21
943	63	4	76
944	67	12	80
945	44	77	57
946	79	11	66
947	11	41	21
948	70	28	3
949	266	14	28
950	301	49	62
951	49	82	62
952	281	27	41
953	18	51	31
954	41	75	55
955	45	78	58
956	28	48	15
957	39	72	53
958	75	31	11
959	35	55	22
960	3	40	21
961	73	29	11
962	74	30	11
963	235	54	67
964	67	11	80
965	27	60	41
966	39	72	52
967	55	88	69
968	28	61	41
969	39	59	26
970	41	75	55
971	34	67	47
972	74	30	11
973	73	29	11
974	12	46	25
975	44	78	58
976	3	39	21
977	36	69	49
978	19	52	32
979	11	45	25
980	14	48	28
981	24	44	11
982	67	11	80
983	29	62	42
984	60	80	46
985	26	60	40
986	19	52	32
987	30	64	43
988	55	88	68
989	638	32	46
990	20	54	34
991	341	18	31
992	43	76	56
993	69	12	83
994	52	85	65
995	669	62	75
996	30	63	43
997	65	11	78
998	44	78	58
999	41	74	54
