Reaction test
type	A+B+C
number	1000

max value	65536
unit	us

test	A	B	C
406	655	670	683
407	690	704	717
408	26	52	39
409	219	245	232
410	341	367	355
411	271	297	284
412	885	912	898
413	643	657	670
414	925	952	939
415	939	965	953
416	640	666	654
417	258	284	271
418	98	124	111
419	260	286	274
420	410	437	424
421	592	618	605
422	1015	11	23
423	762	789	776
424	82	109	95
425	604	631	618
426	762	788	775
427	708	722	735
428	630	657	644
429	589	616	603
430	100	114	127
431	284	310	297
432	383	396	409
433	654	667	680
434	976	989	1002
435	100	127	114
436	554	580	567
437	600	627	614
438	577	603	590
439	308	334	321
440	595	622	609
441	446	460	473
442	202	216	229
443	673	686	699
444	393	407	420
445	920	946	933
446	486	512	499
447	692	705	718
448	541	567	554
449	824	850	838
450	846	873	860
451	211	224	237
452	104	131	117
453	738	752	765
454	187	213	200
455	141	168	155
456	262	289	276
457	140	166	153
458	394	421	408
459	423	449	436
460	675	701	688
461	708	721	734
462	647	661	674
463	866	880	893
464	100	114	127
465	538	565	552
466	653	679	666
467	397	411	424
468	892	906	919
469	812	838	825
470	341	354	368
471	813	826	839
472	495	522	509
473	105	131	118
474	804	830	817
475	841	867	854
476	140	166	153
477	323	349	336
478	342	369	356
479	854	880	867
480	423	449	437
481	726	753	740
482	253	266	279
483	813	840	827
484	212	238	225
485	912	938	926
486	785	798	811
487	516	543	530
488	773	799	786
489	199	213	226
490	343	358	371
491	47	60	73
492	273	287	300
493	849	862	876
494	675	688	702
495	115	128	142
496	951	965	978
497	479	505	492
498	1006	1019	11
499	779	806	793
500	921	948	935
501	282	308	295
502	926	953	940
503	367	393	380
504	341	368	355
505	852	879	866
506	234	261	248
507	187	213	200
508	1011	22	4
509	918	945	932
510	179	192	205
511	278	305	292
512	886	912	899
513	739	766	753
514	508	534	521
515	357	383	370
516	801	828	815
517	111	137	124
518	85	112	99
519	778	792	805
520	785	811	798
521	18	45	32
522	711	738	725
523	541	567	554
524	183	209	196
525	680	706	693
526	247	273	260
527	439	466	453
528	848	875	862
529	606	619	632
530	860	886	874
531	401	415	428
532	503	530	517
533	429	455	442
534	485	512	499
535	326	352	339
536	617	643	630
537	355	382	369
538	197	223	210
539	984	1011	998
540	762	789	776
541	399	426	413
542	513	540	526
543	913	940	927
544	115	141	128
545	31	44	58
546	68	82	95
547	535	561	548
548	327	354	341
549	517	531	544
550	814	827	840
551	908	921	934
552	915	942	929
553	585	611	598
554	190	204	217
555	409	436	423
556	416	430	443
557	875	902	888
558	499	525	512
559	984	1011	998
560	541	568	555
561	558	572	585
562	964	991	978
563	840	867	853
564	663	690	677
565	226	240	253
566	520	547	534
567	248	274	261
568	171	197	185
569	723	737	750
570	1009	11	1035
571	829	843	856
572	163	176	189
573	432	446	459
574	414	440	427
575	904	931	918
576	426	452	439
577	806	820	833
578	587	614	601
579	686	700	713
580	303	330	317
581	933	960	947
582	820	833	846
583	276	289	302
584	112	138	125
585	495	509	522
586	191	218	205
587	632	646	659
588	263	289	276
589	725	752	739
590	966	992	979
591	566	592	579
592	774	800	787
593	807	821	833
594	791	805	818
595	304	317	330
596	66	93	80
597	1016	23	12
598	97	124	111
599	496	509	522
600	235	249	262
601	807	820	833
602	546	573	560
603	342	369	356
604	135	162	149
605	628	655	642
606	121	148	135
607	186	199	212
608	458	485	472
609	592	606	619
610	971	998	985
611	996	1009	1022
612	554	567	581
613	960	987	974
614	288	315	302
615	669	682	695
616	468	481	495
617	573	598	586
618	782	809	796
619	470	483	496
620	483	497	510
621	719	745	732
622	766	780	793
623	71	85	98
624	607	634	621
625	843	870	857
626	141	155	168
627	66	93	80
628	465	491	478
629	335	348	361
630	792	805	818
631	655	669	682
632	306	333	320
633	972	999	986
634	476	502	489
635	823	849	836
636	257	283	271
637	887	913	900
638	466	480	492
639	337	364	351
640	202	215	228
641	193	219	206
642	803	829	816
643	530	556	543
644	427	441	454
645	922	948	935
646	337	363	350
647	717	744	731
648	587	613	600
649	218	244	231
650	947	974	961
651	892	919	906
652	422	436	449
653	817	843	831
654	623	650	637
655	402	415	428
656	70	96	83
657	784	810	797
658	649	663	676
659	625	651	638
660	955	982	969
661	909	935	922
662	471	484	497
663	505	519	532
664	572	585	598
665	891	905	918
666	554	580	567
667	687	701	714
668	56	83	70
669	551	564	577
670	520	546	534
671	857	871	884
672	636	649	662
673	855	882	869
674	991	1018	1005
675	216	243	230
676	868	895	882
677	1005	3	1031
678	907	933	920
679	126	153	140
680	55	82	69
681	754	781	768
682	530	543	556
683	267	280	293
684	162	188	175
685	586	599	612
686	853	880	867
687	616	642	629
688	140	154	167
689	938	952	965
690	65	91	78
691	319	345	332
692	632	659	646
693	568	594	582
694	202	228	216
695	878	891	904
696	106	132	119
697	354	367	381
698	434	447	460
699	960	986	973
700	885	898	911
701	233	260	247
702	962	988	976
703	111	137	124
704	710	737	724
705	22	48	35
706	488	515	502
707	901	927	915
708	694	720	707
709	345	371	358
710	440	466	453
711	621	634	647
712	414	440	427
713	908	935	922
714	70	96	83
715	726	752	739
716	352	366	379
717	950	977	964
718	90	116	104
719	968	995	982
720	581	607	594
721	702	729	716
722	70	97	84
723	38	65	52
724	815	828	841
725	820	846	834
726	196	222	209
727	74	87	101
728	202	228	215
729	860	887	874
730	930	944	957
731	706	733	720
732	353	380	367
733	330	343	356
734	843	870	857
735	764	791	778
736	471	498	484
737	400	414	427
738	531	557	544
739	551	577	564
740	489	502	515
741	766	793	780
742	17	43	30
743	529	542	555
744	172	198	185
745	717	731	744
746	502	529	516
747	59	86	73
748	774	787	801
749	375	388	402
750	427	441	454
751	438	465	452
752	663	676	689
753	177	191	204
754	565	592	579
755	196	222	209
756	568	582	595
757	452	466	479
758	115	141	128
759	968	994	982
760	882	909	895
761	966	980	993
762	918	944	931
763	222	248	235
764	796	822	809
765	274	288	301
766	703	729	716
767	862	889	876
768	358	371	384
769	3	32	20
770	513	526	539
771	73	99	86
772	426	452	439
773	162	189	176
774	769	796	783
775	150	163	176
776	520	546	533
777	751	777	764
778	606	633	620
779	714	740	727
780	686	712	699
781	88	102	115
782	426	453	440
783	12	26	39
784	811	824	837
785	59	86	73
786	852	879	866
787	90	104	117
788	790	804	817
789	414	440	427
790	201	227	214
791	289	316	303
792	179	205	192
793	386	413	400
794	340	354	367
795	380	407	394
796	136	163	150
797	829	843	856
798	12	36	23
799	1012	20	11
800	883	910	897
801	527	540	553
802	385	411	398
803	915	929	942
804	446	472	459
805	695	708	722
806	1009	11	1022
807	467	481	494
808	589	616	603
809	984	1011	998
810	750	763	777
811	43	69	56
812	543	570	557
813	965	992	979
814	989	1016	1003
815	518	532	545
816	970	996	983
817	66	92	79
818	825	851	838
819	894	921	908
820	861	888	875
821	252	278	265
822	311	338	325
823	955	981	968
824	955	982	969
825	942	956	969
826	467	493	481
827	764	790	777
828	465	478	491
829	253	280	267
830	317	344	330
831	736	762	749
832	522	548	535
833	482	495	509
834	920	946	933
835	596	610	623
836	43	56	69
837	279	305	292
838	936	949	962
839	467	493	480
840	1019	25	11
841	14	41	28
842	416	442	429
843	64	77	90
844	22	49	36
845	208	221	234
846	111	125	139
847	665	692	679
848	805	832	819
849	738	765	752
850	683	696	710
851	312	339	326
852	962	989	975
853	68	94	81
854	203	230	217
855	38	65	52
856	163	190	176
857	900	913	927
858	385	411	398
859	880	906	893
860	213	227	240
861	191	217	204
862	288	301	314
863	689	702	715
864	969	996	983
865	914	940	927
866	149	176	163
867	598	612	625
868	455	482	469
869	350	376	363
870	835	848	861
871	930	943	957
872	806	832	819
873	37	50	63
874	425	451	438
875	721	747	734
876	331	358	344
877	448	461	474
878	847	875	861
879	535	562	549
880	490	516	503
881	479	505	492
882	586	613	599
883	844	857	870
884	674	688	701
885	385	398	411
886	258	284	271
887	106	132	119
888	533	560	547
889	186	213	199
890	634	660	647
891	610	636	624
892	52	78	66
893	375	402	389
894	726	753	740
895	885	912	899
896	148	174	161
897	813	827	840
898	552	579	566
899	20	47	34
900	742	769	756
901	118	145	132
902	283	309	296
903	232	259	246
904	847	873	860
905	682	709	696
906	489	515	502
907	641	668	655
908	20	47	33
909	362	388	375
910	603	630	617
911	172	198	186
912	734	761	748
913	919	933	946
914	880	906	893
915	662	675	689
916	765	778	792
917	127	153	140
918	794	821	808
919	1007	11	1021
920	290	316	303
921	444	470	457
922	194	220	207
923	668	694	681
924	497	510	523
925	601	628	615
926	181	194	207
927	613	639	626
928	890	916	903
929	546	560	573
930	438	465	452
931	159	185	172
932	227	241	254
933	476	489	502
934	424	450	437
935	725	751	738
936	816	842	829
937	22	48	35
938	421	447	434
939	710	737	724
940	705	731	718
941	687	713	700
942	314	328	341
943	267	280	293
944	516	542	529
945	590	603	617
946	987	1014	1001
947	271	297	284
948	231	257	244
949	632	658	645
950	458	485	471
951	766	780	793
952	446	472	459
953	756	783	770
954	3	21	32
955	77	90	103
956	303	329	316
957	820	846	833
958	682	708	695
959	480	494	507
960	757	783	770
961	377	390	403
962	47	73	60
963	165	178	191
964	141	168	155
965	644	671	658
966	366	392	379
967	671	697	684
968	186	212	199
969	451	465	478
970	987	1000	1014
971	662	689	676
972	813	839	826
973	408	422	435
974	345	371	358
975	110	123	136
976	779	805	792
977	417	444	431
978	993	1020	1007
979	479	494	507
980	43	57	70
981	860	886	874
982	982	1008	995
983	824	851	838
984	528	541	555
985	367	394	381
986	236	262	249
987	257	284	271
988	315	342	329
989	545	571	559
990	115	128	141
991	114	140	127
992	184	198	211
993	878	905	892
994	407	433	420
995	722	748	735
996	297	324	311
997	336	362	349
998	447	473	460
999	232	245	258
