=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2017.09.26 12:17:21 =~=~=~=~=~=~=~=~=~=~=~=


Reaction test
type	A+B+C
number	1000

max value	65536
unit	us

test	A	B	C
135	13	4	22
136	73	82	63
137	73	63	53
138	22	12	31
139	21	30	3
140	30	21	12
141	22	12	31
142	87	20	11
143	74	64	54
144	5493	5482	5502
145	29	48	39
146	34	25	15
147	46	67	57
148	51	31	41
149	18	39	29
150	45	25	35
151	60	51	41
152	41	61	51
153	54	63	45
154	11	30	20
155	11	20	76
156	61	71	81
157	23	32	14
158	77	11	20
159	46	26	36
160	40	29	48
161	12	31	21
162	33	43	53
163	78	58	68
164	60	69	50
165	1797	1786	1807
166	74	65	55
167	62	72	82
168	20	86	11
169	53	63	73
170	76	56	66
171	3	71	80
172	61	81	71
173	66	3	56
174	30	21	11
175	49	39	58
176	70	3	79
177	55	66	76
178	82	3	12
179	38	49	58
180	39	19	29
181	22	31	12
182	62	71	52
183	20	78	11
184	47	56	37
185	62	72	82
186	3	80	71
187	1083	1094	1104
188	18	38	28
189	30	20	11
190	3	69	20
191	33	53	43
192	53	43	62
193	3	222	75
194	57	67	76
195	57	37	47
196	57	67	76
197	82	13	3
198	39	30	20
199	3786	3795	3776
200	45	35	25
201	55	64	45
202	74	11	83
203	61	81	71
204	11	84	20
205	11	84	20
206	26	37	46
207	21	11	30
208	15	35	25
209	49	39	58
210	2091	2080	2100
211	65	55	45
212	63	83	73
213	42	33	23
214	32	52	42
215	46	36	27
216	11	30	20
217	12	77	21
218	56	46	65
219	25	45	35
220	74	11	83
221	699	719	709
222	62	71	52
223	39	49	59
224	21	76	11
225	3708	3728	3718
226	50	40	59
227	73	64	54
228	80	4	71
229	25	15	34
230	3	81	71
231	82	73	11
232	62	53	43
233	23	13	32
234	56	46	36
235	3919	3929	3939
236	21	86	11
237	59	69	79
238	12	74	83
239	3003	3014	3024
240	67	139	57
241	35	45	55
242	42	51	32
243	79	59	69
244	45	54	34
245	47	57	67
246	31	41	112
247	62	72	82
248	2263	2243	2253
249	72	11	81
250	272	53	43
251	66	75	56
252	48	38	57
253	79	20	11
254	22	13	4
255	25	15	34
256	42	31	51
257	45	55	64
258	59	39	49
259	81	72	62
260	20	11	29
261	34	43	24
262	3	12	21
263	24	33	14
264	72	52	62
265	11	82	73
266	21	80	11
267	30	21	12
268	45	65	55
269	45	24	35
270	79	59	69
271	34	54	44
272	2835	2845	2855
273	21	12	3
274	73	82	64
275	83	12	73
276	57	67	77
277	2751	2742	2732
278	42	32	50
279	87	21	11
280	21	11	30
281	29	38	19
282	47	27	37
283	21	30	11
284	38	28	47
285	3	74	12
286	23	43	33
287	77	57	67
288	41	32	22
289	4024	4032	4014
290	79	59	69
291	59	69	216
292	34	13	24
293	27	17	36
294	14	24	34
295	21	11	30
296	4	31	21
297	51	41	60
298	2732	2722	2712
299	76	3	12
300	42	22	32
301	12	30	20
302	1588	1567	1578
303	38	47	28
304	63	73	83
305	11	79	20
306	82	11	73
307	3741	3732	3721
308	44	65	55
309	286	21	12
310	81	11	72
311	32	23	13
312	22	42	32
313	59	80	70
314	59	48	68
315	31	22	12
316	3498	3488	3477
317	44	35	24
318	3	71	80
319	81	60	71
320	21	42	32
321	58	48	67
322	30	21	3
323	30	19	39
324	31	21	3
325	13	23	33
326	21	30	11
327	83	74	11
328	3409	3430	3420
329	46	65	55
330	52	73	63
331	1268	1247	1258
332	59	39	49
333	42	51	32
334	59	49	68
335	76	67	55
336	47	68	58
337	54	44	35
338	25	15	34
339	3	30	20
340	11	20	30
341	61	51	70
342	32	52	42
343	11	30	20
344	25	15	34
345	2852	2832	2842
346	12	32	22
347	705	726	716
348	54	45	35
349	45	65	55
350	79	70	60
351	65	55	74
352	65	55	74
353	81	72	62
354	57	48	38
355	86	11	21
356	46	56	66
357	42	32	23
358	11	20	30
359	50	30	40
360	79	12	21
361	11	86	20
362	34	43	24
363	70	50	60
364	66	57	47
365	31	21	11
366	43	63	53
367	40	50	60
368	30	39	49
369	3	71	80
370	43	33	23
371	11	20	30
372	44	53	34
373	59	50	40
374	43	63	53
375	82	72	63
376	26	35	16
377	61	51	70
378	874	895	885
379	12	77	20
380	81	72	62
381	12	22	32
382	60	69	51
383	65	45	55
384	62	82	72
385	67	76	57
386	42	51	32
387	47	37	56
388	11	82	72
389	56	411	66
390	28	38	48
391	63	72	53
392	73	82	63
393	59	69	79
394	31	11	21
395	21	84	11
396	36	46	56
397	2896	2876	2886
398	39	29	48
399	21	41	31
400	74	65	55
401	3	76	12
402	41	62	52
403	3	12	76
404	80	71	61
405	44	54	64
406	11	72	81
407	31	3	21
408	55	65	75
409	4	82	12
410	21	41	31
411	23	32	13
412	25	45	35
413	59	39	50
414	38	49	58
415	11	20	30
416	637	628	618
417	84	11	21
418	74	275	65
419	17	27	37
420	1406	1395	1415
421	82	73	63
422	11	72	81
423	74	13	3
424	49	39	58
425	1298	1289	1278
426	275	483	13
427	61	71	81
428	30	39	20
429	55	45	64
430	78	57	68
431	1021	1031	1041
432	46	26	36
433	44	53	34
434	33	13	23
435	47	27	37
436	28	38	48
437	79	59	69
438	2891	2900	2881
439	21	11	30
440	52	43	33
441	48	68	58
442	46	37	27
443	11	76	20
444	121	50	40
445	73	53	63
446	32	22	12
447	25	45	35
448	41	20	31
449	42	52	62
450	3	83	12
451	46	37	27
452	79	70	3
453	38	48	58
454	36	56	46
455	72	62	52
456	33	23	42
457	54	44	34
458	64	55	73
459	19	29	39
460	1577	1557	1567
461	27	108	37
462	60	80	70
463	1717	1726	1708
464	65	44	55
465	55	65	75
466	72	52	62
467	20	29	11
468	73	12	82
469	71	80	61
470	61	41	51
471	55	65	75
472	22	32	42
473	37	47	118
474	38	48	58
475	12	3	81
476	54	74	64
477	11	20	30
478	13	21	3
479	33	42	23
480	74	64	54
481	266	256	275
482	38	29	19
483	22	42	32
484	78	21	12
485	13	3	81
486	25	35	45
487	21	78	11
488	59	39	49
489	30	39	49
490	61	41	51
491	3199	3179	3189
492	25	34	15
493	20	30	40
494	3516	3496	3507
495	77	11	20
496	40	19	30
497	42	52	62
498	72	81	62
499	1839	1849	1859
500	83	11	74
501	3	30	20
502	56	76	66
503	55	45	64
504	32	52	42
505	41	21	31
506	83	11	74
507	3	21	31
508	48	28	38
509	22	32	41
510	20	83	11
511	71	80	61
512	13	23	33
513	50	60	70
514	1512	1533	1523
515	60	70	80
516	2612	2632	2623
517	54	64	74
518	58	38	48
519	49	58	39
520	46	37	27
521	31	12	21
522	145	166	156
523	64	54	45
524	20	11	29
525	46	55	36
526	72	62	53
527	32	22	41
528	11	30	20
529	67	57	76
530	1021	1011	1030
531	20	40	31
532	60	51	41
533	79	20	11
534	61	51	70
535	30	20	11
536	49	69	59
537	31	41	51
538	59	68	49
539	53	33	43
540	80	21	11
541	2154	2174	2165
542	30	40	50
543	3756	3735	3746
544	59	69	79
545	60	69	49
546	66	76	421
547	2924	2914	2933
548	27	17	36
549	35	25	16
550	59	79	69
551	50	41	31
552	38	28	47
553	13	33	23
554	38	29	19
555	12	3	75
556	782	772	762
557	60	51	41
558	45	53	35
559	45	55	64
560	11	78	20
561	41	61	51
562	3262	3253	3242
563	21	12	30
564	12	32	22
565	27	36	46
566	48	68	58
567	72	63	53
568	51	60	42
569	61	40	51
570	53	33	43
571	11	20	30
572	13	4	22
573	48	38	28
574	51	38	28
575	47	56	37
576	879	899	889
577	60	51	41
578	72	62	81
579	32	41	22
580	36	15	26
581	55	75	65
582	40	30	49
583	49	69	59
584	52	42	61
585	54	44	63
586	47	38	56
587	34	45	54
588	32	23	13
589	52	42	61
590	72	11	81
591	75	55	65
592	45	54	35
593	82	3	72
594	30	50	40
595	20	11	29
596	13	23	33
597	12	82	72
598	34	43	53
599	4	81	71
600	82	73	63
601	4180	4190	4200
602	13	23	33
603	35	25	44
604	20	30	40
605	47	56	37
606	40	50	60
607	13	3	22
608	46	26	36
609	67	57	76
610	3	22	12
611	39	29	48
612	68	77	58
613	65	45	56
614	3905	3914	3895
615	20	83	11
616	27	36	17
617	20	84	11
618	81	72	11
619	47	67	57
620	55	46	36
621	62	82	72
622	31	11	21
623	77	21	12
624	66	56	75
625	82	73	63
626	63	54	44
627	13	23	33
628	65	44	55
629	442	452	462
630	47	56	37
631	71	61	80
632	42	32	51
633	39	30	20
634	49	59	69
635	22	3	12
636	21	3	30
637	55	76	66
638	49	28	39
639	11	30	20
640	3810	3820	3830
641	54	34	44
642	56	65	46
643	44	53	34
644	12	22	32
645	29	39	49
646	30	39	49
647	12	83	3
648	79	12	21
649	49	69	59
650	41	50	31
651	43	52	33
652	78	11	20
653	79	60	69
654	34	43	53
655	22	32	42
656	47	56	37
657	44	34	53
658	58	78	68
659	3967	3987	3977
660	3688	3709	3699
661	38	28	47
662	69	78	59
663	24	34	44
664	22	32	42
665	37	193	47
666	191	35	46
667	30	20	39
668	28	48	38
669	42	62	52
670	12	166	20
671	26	16	35
672	26	46	36
673	48	38	119
674	3268	3248	3258
675	76	3	13
676	24	44	34
677	69	49	59
678	3	12	76
679	40	30	21
680	11	20	30
681	12	31	21
682	53	34	43
683	75	66	56
684	45	65	55
685	40	30	49
686	11	30	20
687	2776	2765	2785
688	11	73	82
689	26	35	16
690	43	53	63
691	81	11	72
692	31	40	21
693	64	43	54
694	3620	3629	3610
695	69	3	79
696	32	52	42
697	53	73	63
698	77	11	21
699	43	23	33
700	13	21	3
701	21	12	30
702	15	35	25
703	4650	4640	4659
704	43	63	54
705	54	44	63
706	61	81	71
707	62	82	72
708	68	48	58
709	23	33	42
710	65	74	55
711	74	54	64
712	44	53	34
713	14	34	24
714	455	464	445
715	58	38	48
716	80	70	3
717	86	11	20
718	41	31	50
719	75	12	3
720	64	55	45
721	12	87	20
722	20	11	86
723	60	80	70
724	59	69	79
725	79	70	3
726	74	65	55
727	11	77	20
728	59	79	70
729	72	62	81
730	19	39	29
731	32	23	13
732	2069	2058	2078
733	81	11	71
734	4	76	12
735	48	39	29
736	18	28	37
737	51	41	60
738	34	44	54
739	507	487	497
740	11	20	77
741	48	58	68
742	3	21	31
743	64	44	54
744	33	23	42
745	85	21	11
746	20	11	439
747	834	844	854
748	65	74	55
749	26	35	16
750	80	71	4
751	76	56	66
752	53	62	43
753	28	37	18
754	51	31	41
755	21	12	30
756	1517	1538	1528
757	3	71	80
758	82	12	3
759	69	78	59
760	4345	4334	4354
761	62	82	72
762	41	32	22
763	51	41	60
764	63	82	73
765	17	37	27
766	69	49	59
767	57	47	540
768	12	32	22
769	3906	3915	3896
770	42	32	51
771	3	21	31
772	44	35	25
773	78	69	59
774	49	39	195
775	53	74	64
776	34	44	54
777	54	34	44
778	29	19	38
779	30	20	11
780	12	3	21
781	11	30	20
782	39	19	29
783	67	58	48
784	32	42	52
785	56	36	46
786	61	51	70
787	73	82	12
788	23	43	33
789	38	18	28
790	57	67	77
791	56	36	46
792	2307	2287	2297
793	11	21	31
794	1790	1781	1771
795	17	36	26
796	68	58	77
797	41	61	51
798	40	30	20
799	2010	2020	2030
800	53	62	43
801	21	31	41
802	24	44	34
803	43	33	52
804	24	44	34
805	60	69	50
806	74	3	12
807	77	11	21
808	52	62	72
809	31	21	3
810	2467	2488	2478
811	30	21	11
812	48	37	57
813	4925	4916	4906
814	81	72	62
815	72	81	11
816	21	3	30
817	68	48	58
818	41	32	22
819	48	58	403
820	379	358	369
821	40	50	60
822	55	34	45
823	43	53	62
824	34	24	43
825	2289	2299	2308
826	53	73	63
827	44	190	200
828	33	24	14
829	11	73	82
830	68	47	58
831	35	44	25
832	47	67	57
833	68	57	77
834	22	3	12
835	82	73	63
836	48	57	38
837	72	52	62
838	21	85	11
839	35	45	54
840	36	45	55
841	58	38	48
842	11	20	78
843	35	45	55
844	11	20	78
845	802	792	782
846	51	62	71
847	2135	2144	2125
848	78	58	68
849	760	771	781
850	41	50	31
851	26	36	46
852	3	12	75
853	59	79	69
854	76	56	66
855	30	11	20
856	40	20	30
857	41	31	21
858	21	3	30
859	59	69	79
860	27	36	17
861	23	13	32
862	31	40	22
863	72	62	53
864	11	166	20
865	32	22	12
866	30	50	41
867	83	73	12
868	80	71	3
869	13	23	33
870	79	70	60
871	63	53	72
872	12	3	80
873	40	50	60
874	31	40	22
875	49	30	40
876	47	37	55
877	27	47	37
878	44	64	54
879	21	4	30
880	61	70	51
881	60	50	40
882	28	48	38
883	65	55	74
884	54	34	44
885	20	29	11
886	14	25	35
887	64	73	54
888	3	12	21
889	46	37	27
890	62	82	72
891	78	69	59
892	36	46	56
893	51	42	32
894	21	30	3
895	2131	2151	2141
896	49	39	58
897	49	29	39
898	14	24	34
899	24	32	14
900	82	73	11
901	20	11	79
902	36	46	56
903	12	20	77
904	25	34	15
905	36	26	17
906	48	68	58
907	4413	4433	4423
908	49	39	58
909	3444	3465	3455
910	22	3	12
911	74	3	12
912	43	34	24
913	54	44	63
914	48	38	28
915	58	48	67
916	73	53	63
917	1249	1258	1239
918	36	26	45
919	1211	1201	1220
920	36	27	16
921	64	73	11
922	48	58	68
923	62	82	72
924	25	15	34
925	89	20	11
926	55	35	45
927	38	48	58
928	4222	4242	4232
929	71	80	3
930	81	72	62
931	24	14	33
932	29	38	20
933	68	58	77
934	767	755	776
935	48	38	28
936	26	36	45
937	25	34	15
938	17	37	27
939	38	29	19
940	36	26	45
941	39	59	49
942	72	62	81
943	59	68	49
944	84	20	11
945	13	23	33
946	74	54	64
947	77	11	21
948	48	57	38
949	84	74	12
950	66	45	56
951	60	69	50
952	21	32	41
953	44	24	34
954	35	45	55
955	21	12	30
956	4994	5015	5005
957	64	44	54
958	51	60	41
959	40	49	30
960	1475	1464	1484
961	25	15	34
962	2143	2122	2133
963	20	29	11
964	46	56	66
965	20	30	40
966	26	35	16
967	87	21	12
968	35	25	44
969	65	55	74
970	16	26	36
971	45	35	25
972	72	81	11
973	65	54	74
974	62	70	52
975	11	20	78
976	79	70	3
977	52	61	42
978	49	59	69
979	62	42	52
980	35	15	25
981	61	71	81
982	21	30	12
983	39	19	29
984	48	57	39
985	79	70	60
986	41	32	22
987	51	41	60
988	20	11	29
989	11	20	30
990	67	48	57
991	39	48	29
992	3	70	80
993	56	76	66
994	11	77	20
995	51	71	62
996	53	43	33
997	42	33	23
998	3	12	75
999	71	61	80
